sequence,sequence_index,seed,stage,new_task,evaluated_skill,skill_stage,is_retention_check,strategy,source_task,compatibility_score,solve_accuracy,adaptation_steps,new_skill_acquisition_success,pre_accuracy,post_accuracy,retention_delta,retention_ratio,retention_pass
addition→multiplication→powers,2,2,2,powers,addition,0,True,clone,multiplication,0.9239785652555214,0.25,240,True,0.88,0.88,0.0,1.0,True
addition→multiplication→powers,2,2,2,powers,multiplication,1,True,clone,multiplication,0.9239785652555214,0.25,240,True,0.8066666666666666,0.8066666666666666,0.0,1.0,True
addition→multiplication→powers,2,2,2,powers,powers,2,False,clone,multiplication,0.9239785652555214,0.25,240,True,0.91,0.91,0.0,1.0,True
addition→multiplication→powers,2,3,0,addition,addition,0,False,scratch,,0.0,0.0,348,True,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→multiplication→powers,2,3,1,multiplication,addition,0,True,scratch,,0.00025347013428406536,0.015625,1279,True,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→multiplication→powers,2,3,1,multiplication,multiplication,1,False,scratch,,0.00025347013428406536,0.015625,1279,True,0.82,0.82,0.0,1.0,True
addition→multiplication→powers,2,3,2,powers,addition,0,True,clone,multiplication,0.8742892388731859,0.296875,240,True,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→multiplication→powers,2,3,2,powers,multiplication,1,True,clone,multiplication,0.8742892388731859,0.296875,240,True,0.82,0.82,0.0,1.0,True
addition→multiplication→powers,2,3,2,powers,powers,2,False,clone,multiplication,0.8742892388731859,0.296875,240,True,0.87,0.87,0.0,1.0,True
addition→multiplication→powers,2,4,0,addition,addition,0,False,scratch,,0.0,0.0,339,True,0.8833333333333333,0.8833333333333333,0.0,1.0,True
addition→multiplication→powers,2,4,1,multiplication,addition,0,True,scratch,,0.0021792866477141778,0.015625,1336,True,0.8833333333333333,0.8833333333333333,0.0,1.0,True
addition→multiplication→powers,2,4,1,multiplication,multiplication,1,False,scratch,,0.0021792866477141778,0.015625,1336,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→multiplication→powers,2,4,2,powers,addition,0,True,clone,multiplication,0.9075771464609923,0.265625,216,True,0.8833333333333333,0.8833333333333333,0.0,1.0,True
addition→multiplication→powers,2,4,2,powers,multiplication,1,True,clone,multiplication,0.9075771464609923,0.265625,216,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→multiplication→powers,2,4,2,powers,powers,2,False,clone,multiplication,0.9075771464609923,0.265625,216,True,0.8566666666666667,0.8566666666666667,0.0,1.0,True
addition→multiplication→powers,2,5,0,addition,addition,0,False,scratch,,0.0,0.0,273,True,0.85,0.85,0.0,1.0,True
addition→multiplication→powers,2,5,1,multiplication,addition,0,True,scratch,,0.001081217619621347,0.046875,1079,True,0.85,0.85,0.0,1.0,True
addition→multiplication→powers,2,5,1,multiplication,multiplication,1,False,scratch,,0.001081217619621347,0.046875,1079,True,0.8166666666666667,0.8166666666666667,0.0,1.0,True
addition→multiplication→powers,2,5,2,powers,addition,0,True,clone,multiplication,0.9024168631434022,0.34375,175,True,0.85,0.85,0.0,1.0,True
addition→multiplication→powers,2,5,2,powers,multiplication,1,True,clone,multiplication,0.9024168631434022,0.34375,175,True,0.8166666666666667,0.8166666666666667,0.0,1.0,True
addition→multiplication→powers,2,5,2,powers,powers,2,False,clone,multiplication,0.9024168631434022,0.34375,175,True,0.89,0.89,0.0,1.0,True
addition→multiplication→powers,2,6,0,addition,addition,0,False,scratch,,0.0,0.0,313,True,0.8566666666666667,0.8566666666666667,0.0,1.0,True
addition→multiplication→powers,2,6,1,multiplication,addition,0,True,scratch,,0.015248415694247732,0.03125,1197,True,0.8566666666666667,0.8566666666666667,0.0,1.0,True
addition→multiplication→powers,2,6,1,multiplication,multiplication,1,False,scratch,,0.015248415694247732,0.03125,1197,True,0.82,0.82,0.0,1.0,True
addition→multiplication→powers,2,6,2,powers,addition,0,True,clone,multiplication,0.9219788720794835,0.203125,213,True,0.8566666666666667,0.8566666666666667,0.0,1.0,True
addition→multiplication→powers,2,6,2,powers,multiplication,1,True,clone,multiplication,0.9219788720794835,0.203125,213,True,0.82,0.82,0.0,1.0,True
addition→multiplication→powers,2,6,2,powers,powers,2,False,clone,multiplication,0.9219788720794835,0.203125,213,True,0.8433333333333334,0.8433333333333334,0.0,1.0,True
addition→multiplication→powers,2,7,0,addition,addition,0,False,scratch,,0.0,0.0,308,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→multiplication→powers,2,7,1,multiplication,addition,0,True,scratch,,0.018177279311254547,0.03125,1349,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→multiplication→powers,2,7,1,multiplication,multiplication,1,False,scratch,,0.018177279311254547,0.03125,1349,True,0.8066666666666666,0.8066666666666666,0.0,1.0,True
addition→multiplication→powers,2,7,2,powers,addition,0,True,clone,multiplication,0.900422191185615,0.296875,139,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→multiplication→powers,2,7,2,powers,multiplication,1,True,clone,multiplication,0.900422191185615,0.296875,139,True,0.8066666666666666,0.8066666666666666,0.0,1.0,True
addition→multiplication→powers,2,7,2,powers,powers,2,False,clone,multiplication,0.900422191185615,0.296875,139,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→multiplication→powers,2,8,0,addition,addition,0,False,scratch,,0.0,0.0,353,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→multiplication→powers,2,8,1,multiplication,addition,0,True,scratch,,0.0030482481210506204,0.03125,1041,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→multiplication→powers,2,8,1,multiplication,multiplication,1,False,scratch,,0.0030482481210506204,0.03125,1041,True,0.77,0.77,0.0,1.0,True
addition→multiplication→powers,2,8,2,powers,addition,0,True,clone,multiplication,0.9469151774968846,0.34375,273,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→multiplication→powers,2,8,2,powers,multiplication,1,True,clone,multiplication,0.9469151774968846,0.34375,273,True,0.77,0.77,0.0,1.0,True
addition→multiplication→powers,2,8,2,powers,powers,2,False,clone,multiplication,0.9469151774968846,0.34375,273,True,0.8733333333333333,0.8733333333333333,0.0,1.0,True
addition→multiplication→powers,2,9,0,addition,addition,0,False,scratch,,0.0,0.0,342,True,0.84,0.84,0.0,1.0,True
addition→multiplication→powers,2,9,1,multiplication,addition,0,True,scratch,,0.03161260370910191,0.078125,1061,True,0.84,0.84,0.0,1.0,True
addition→multiplication→powers,2,9,1,multiplication,multiplication,1,False,scratch,,0.03161260370910191,0.078125,1061,True,0.79,0.79,0.0,1.0,True
addition→multiplication→powers,2,9,2,powers,addition,0,True,clone,multiplication,0.8771760249278653,0.28125,142,True,0.84,0.84,0.0,1.0,True
addition→multiplication→powers,2,9,2,powers,multiplication,1,True,clone,multiplication,0.8771760249278653,0.28125,142,True,0.79,0.79,0.0,1.0,True
addition→multiplication→powers,2,9,2,powers,powers,2,False,clone,multiplication,0.8771760249278653,0.28125,142,True,0.76,0.76,0.0,1.0,True
addition→multiplication→powers,2,10,0,addition,addition,0,False,scratch,,0.0,0.0,373,True,0.8833333333333333,0.8833333333333333,0.0,1.0,True
addition→multiplication→powers,2,10,1,multiplication,addition,0,True,scratch,,0.00833585902947844,0.015625,1297,True,0.8833333333333333,0.8833333333333333,0.0,1.0,True
addition→multiplication→powers,2,10,1,multiplication,multiplication,1,False,scratch,,0.00833585902947844,0.015625,1297,True,0.86,0.86,0.0,1.0,True
addition→multiplication→powers,2,10,2,powers,addition,0,True,clone,multiplication,0.8820069871325955,0.328125,283,True,0.8833333333333333,0.8833333333333333,0.0,1.0,True
addition→multiplication→powers,2,10,2,powers,multiplication,1,True,clone,multiplication,0.8820069871325955,0.328125,283,True,0.86,0.86,0.0,1.0,True
addition→multiplication→powers,2,10,2,powers,powers,2,False,clone,multiplication,0.8820069871325955,0.328125,283,True,0.87,0.87,0.0,1.0,True
addition→multiplication→powers,2,11,0,addition,addition,0,False,scratch,,0.0,0.0,298,True,0.79,0.79,0.0,1.0,True
addition→multiplication→powers,2,11,1,multiplication,addition,0,True,scratch,,0.0009900784134413644,0.046875,1343,True,0.79,0.79,0.0,1.0,True
addition→multiplication→powers,2,11,1,multiplication,multiplication,1,False,scratch,,0.0009900784134413644,0.046875,1343,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→multiplication→powers,2,11,2,powers,addition,0,True,clone,multiplication,0.8716182370303845,0.109375,255,True,0.79,0.79,0.0,1.0,True
addition→multiplication→powers,2,11,2,powers,multiplication,1,True,clone,multiplication,0.8716182370303845,0.109375,255,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→multiplication→powers,2,11,2,powers,powers,2,False,clone,multiplication,0.8716182370303845,0.109375,255,True,0.8766666666666667,0.8766666666666667,0.0,1.0,True
addition→multiplication→powers,2,12,0,addition,addition,0,False,scratch,,0.0,0.0,283,True,0.83,0.83,0.0,1.0,True
addition→multiplication→powers,2,12,1,multiplication,addition,0,True,scratch,,0.000417040099852996,0.046875,1315,True,0.83,0.83,0.0,1.0,True
addition→multiplication→powers,2,12,1,multiplication,multiplication,1,False,scratch,,0.000417040099852996,0.046875,1315,True,0.81,0.81,0.0,1.0,True
addition→multiplication→powers,2,12,2,powers,addition,0,True,clone,multiplication,0.8811807188894645,0.296875,198,True,0.83,0.83,0.0,1.0,True
addition→multiplication→powers,2,12,2,powers,multiplication,1,True,clone,multiplication,0.8811807188894645,0.296875,198,True,0.81,0.81,0.0,1.0,True
addition→multiplication→powers,2,12,2,powers,powers,2,False,clone,multiplication,0.8811807188894645,0.296875,198,True,0.88,0.88,0.0,1.0,True
addition→multiplication→powers,2,13,0,addition,addition,0,False,scratch,,0.0,0.0,271,True,0.8866666666666667,0.8866666666666667,0.0,1.0,True
addition→multiplication→powers,2,13,1,multiplication,addition,0,True,scratch,,0.00011877912480418476,0.046875,1325,True,0.8866666666666667,0.8866666666666667,0.0,1.0,True
addition→multiplication→powers,2,13,1,multiplication,multiplication,1,False,scratch,,0.00011877912480418476,0.046875,1325,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→multiplication→powers,2,13,2,powers,addition,0,True,clone,multiplication,0.9301385980779624,0.1875,252,True,0.8866666666666667,0.8866666666666667,0.0,1.0,True
addition→multiplication→powers,2,13,2,powers,multiplication,1,True,clone,multiplication,0.9301385980779624,0.1875,252,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→multiplication→powers,2,13,2,powers,powers,2,False,clone,multiplication,0.9301385980779624,0.1875,252,True,0.8466666666666667,0.8466666666666667,0.0,1.0,True
addition→multiplication→powers,2,14,0,addition,addition,0,False,scratch,,0.0,0.0,284,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→multiplication→powers,2,14,1,multiplication,addition,0,True,scratch,,7.780639515616668e-05,0.015625,1292,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→multiplication→powers,2,14,1,multiplication,multiplication,1,False,scratch,,7.780639515616668e-05,0.015625,1292,True,0.7533333333333333,0.7533333333333333,0.0,1.0,True
addition→multiplication→powers,2,14,2,powers,addition,0,True,clone,multiplication,0.9093536480353988,0.140625,178,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→multiplication→powers,2,14,2,powers,multiplication,1,True,clone,multiplication,0.9093536480353988,0.140625,178,True,0.7533333333333333,0.7533333333333333,0.0,1.0,True
addition→multiplication→powers,2,14,2,powers,powers,2,False,clone,multiplication,0.9093536480353988,0.140625,178,True,0.88,0.88,0.0,1.0,True
addition→subtraction→division,3,0,0,addition,addition,0,False,scratch,,0.0,0.0,340,True,0.8733333333333333,0.8733333333333333,0.0,1.0,True
addition→subtraction→division,3,0,1,subtraction,addition,0,True,clone,addition,0.15025209266107903,0.0625,94,True,0.8733333333333333,0.8733333333333333,0.0,1.0,True
addition→subtraction→division,3,0,1,subtraction,subtraction,1,False,clone,addition,0.15025209266107903,0.0625,94,True,0.8866666666666667,0.8866666666666667,0.0,1.0,True
addition→subtraction→division,3,0,2,division,addition,0,True,clone,subtraction,0.7081853064392436,0.046875,351,True,0.8733333333333333,0.8733333333333333,0.0,1.0,True
addition→subtraction→division,3,0,2,division,subtraction,1,True,clone,subtraction,0.7081853064392436,0.046875,351,True,0.8866666666666667,0.8866666666666667,0.0,1.0,True
addition→subtraction→division,3,0,2,division,division,2,False,clone,subtraction,0.7081853064392436,0.046875,351,True,0.81,0.81,0.0,1.0,True
addition→subtraction→division,3,1,0,addition,addition,0,False,scratch,,0.0,0.0,248,True,0.86,0.86,0.0,1.0,True
addition→subtraction→division,3,1,1,subtraction,addition,0,True,clone,addition,0.16069206695380464,0.0625,100,True,0.86,0.86,0.0,1.0,True
addition→subtraction→division,3,1,1,subtraction,subtraction,1,False,clone,addition,0.16069206695380464,0.0625,100,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→subtraction→division,3,1,2,division,addition,0,True,clone,subtraction,0.6953020686770388,0.046875,417,True,0.86,0.86,0.0,1.0,True
addition→subtraction→division,3,1,2,division,subtraction,1,True,clone,subtraction,0.6953020686770388,0.046875,417,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→subtraction→division,3,1,2,division,division,2,False,clone,subtraction,0.6953020686770388,0.046875,417,True,0.8433333333333334,0.8433333333333334,0.0,1.0,True
addition→subtraction→division,3,2,0,addition,addition,0,False,scratch,,0.0,0.0,320,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→subtraction→division,3,2,1,subtraction,addition,0,True,clone,addition,0.20454858757382832,0.15625,101,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→subtraction→division,3,2,1,subtraction,subtraction,1,False,clone,addition,0.20454858757382832,0.15625,101,True,0.86,0.86,0.0,1.0,True
addition→subtraction→division,3,2,2,division,addition,0,True,clone,subtraction,0.7024374904525594,0.046875,540,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→subtraction→division,3,2,2,division,subtraction,1,True,clone,subtraction,0.7024374904525594,0.046875,540,True,0.86,0.86,0.0,1.0,True
addition→subtraction→division,3,2,2,division,division,2,False,clone,subtraction,0.7024374904525594,0.046875,540,True,0.8366666666666667,0.8366666666666667,0.0,1.0,True
addition→subtraction→division,3,3,0,addition,addition,0,False,scratch,,0.0,0.0,274,True,0.84,0.84,0.0,1.0,True
addition→subtraction→division,3,3,1,subtraction,addition,0,True,clone,addition,0.1723192204406796,0.0625,91,True,0.84,0.84,0.0,1.0,True
addition→subtraction→division,3,3,1,subtraction,subtraction,1,False,clone,addition,0.1723192204406796,0.0625,91,True,0.8666666666666667,0.8666666666666667,0.0,1.0,True
addition→subtraction→division,3,3,2,division,addition,0,True,clone,subtraction,0.7271375597988332,0.046875,349,True,0.84,0.84,0.0,1.0,True
addition→subtraction→division,3,3,2,division,subtraction,1,True,clone,subtraction,0.7271375597988332,0.046875,349,True,0.8666666666666667,0.8666666666666667,0.0,1.0,True
addition→subtraction→division,3,3,2,division,division,2,False,clone,subtraction,0.7271375597988332,0.046875,349,True,0.88,0.88,0.0,1.0,True
addition→subtraction→division,3,4,0,addition,addition,0,False,scratch,,0.0,0.0,206,True,0.84,0.84,0.0,1.0,True
addition→subtraction→division,3,4,1,subtraction,addition,0,True,clone,addition,0.16472235572386545,0.09375,97,True,0.84,0.84,0.0,1.0,True
addition→subtraction→division,3,4,1,subtraction,subtraction,1,False,clone,addition,0.16472235572386545,0.09375,97,True,0.8266666666666667,0.8266666666666667,0.0,1.0,True
addition→subtraction→division,3,4,2,division,addition,0,True,clone,subtraction,0.7315413764939739,0.078125,409,True,0.84,0.84,0.0,1.0,True
addition→subtraction→division,3,4,2,division,subtraction,1,True,clone,subtraction,0.7315413764939739,0.078125,409,True,0.8266666666666667,0.8266666666666667,0.0,1.0,True
addition→subtraction→division,3,4,2,division,division,2,False,clone,subtraction,0.7315413764939739,0.078125,409,True,0.85,0.85,0.0,1.0,True
addition→subtraction→division,3,5,0,addition,addition,0,False,scratch,,0.0,0.0,294,True,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→subtraction→division,3,5,1,subtraction,addition,0,True,clone,addition,0.18452974675894238,0.046875,104,True,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→subtraction→division,3,5,1,subtraction,subtraction,1,False,clone,addition,0.18452974675894238,0.046875,104,True,0.7766666666666666,0.7766666666666666,0.0,1.0,True
addition→subtraction→division,3,5,2,division,addition,0,True,clone,subtraction,0.693569482215726,0.015625,381,True,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→subtraction→division,3,5,2,division,subtraction,1,True,clone,subtraction,0.693569482215726,0.015625,381,True,0.7766666666666666,0.7766666666666666,0.0,1.0,True
addition→subtraction→division,3,5,2,division,division,2,False,clone,subtraction,0.693569482215726,0.015625,381,True,0.8233333333333334,0.8233333333333334,0.0,1.0,True
addition→subtraction→division,3,6,0,addition,addition,0,False,scratch,,0.0,0.0,258,True,0.9066666666666666,0.9066666666666666,0.0,1.0,True
addition→subtraction→division,3,6,1,subtraction,addition,0,True,clone,addition,0.17682032938741343,0.046875,115,True,0.9066666666666666,0.9066666666666666,0.0,1.0,True
addition→subtraction→division,3,6,1,subtraction,subtraction,1,False,clone,addition,0.17682032938741343,0.046875,115,True,0.8966666666666666,0.8966666666666666,0.0,1.0,True
addition→subtraction→division,3,6,2,division,addition,0,True,clone,subtraction,0.6867578601888865,0.078125,337,True,0.9066666666666666,0.9066666666666666,0.0,1.0,True
addition→subtraction→division,3,6,2,division,subtraction,1,True,clone,subtraction,0.6867578601888865,0.078125,337,True,0.8966666666666666,0.8966666666666666,0.0,1.0,True
addition→subtraction→division,3,6,2,division,division,2,False,clone,subtraction,0.6867578601888865,0.078125,337,True,0.8233333333333334,0.8233333333333334,0.0,1.0,True
addition→subtraction→division,3,7,0,addition,addition,0,False,scratch,,0.0,0.0,310,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→subtraction→division,3,7,1,subtraction,addition,0,True,clone,addition,0.2044391423248473,0.078125,103,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→subtraction→division,3,7,1,subtraction,subtraction,1,False,clone,addition,0.2044391423248473,0.078125,103,True,0.86,0.86,0.0,1.0,True
addition→subtraction→division,3,7,2,division,addition,0,True,clone,subtraction,0.6894729713559483,0.015625,455,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→subtraction→division,3,7,2,division,subtraction,1,True,clone,subtraction,0.6894729713559483,0.015625,455,True,0.86,0.86,0.0,1.0,True
addition→subtraction→division,3,7,2,division,division,2,False,clone,subtraction,0.6894729713559483,0.015625,455,True,0.8433333333333334,0.8433333333333334,0.0,1.0,True
addition→subtraction→division,3,8,0,addition,addition,0,False,scratch,,0.0,0.0,291,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→subtraction→division,3,8,1,subtraction,addition,0,True,clone,addition,0.16566635206164354,0.0625,109,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→subtraction→division,3,8,1,subtraction,subtraction,1,False,clone,addition,0.16566635206164354,0.0625,109,True,0.8433333333333334,0.8433333333333334,0.0,1.0,True
addition→subtraction→division,3,8,2,division,addition,0,True,clone,subtraction,0.7609257159961669,0.046875,411,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→subtraction→division,3,8,2,division,subtraction,1,True,clone,subtraction,0.7609257159961669,0.046875,411,True,0.8433333333333334,0.8433333333333334,0.0,1.0,True
addition→subtraction→division,3,8,2,division,division,2,False,clone,subtraction,0.7609257159961669,0.046875,411,True,0.7233333333333334,0.7233333333333334,0.0,1.0,True
addition→subtraction→division,3,9,0,addition,addition,0,False,scratch,,0.0,0.0,280,True,0.8366666666666667,0.8366666666666667,0.0,1.0,True
addition→subtraction→division,3,9,1,subtraction,addition,0,True,scratch,,0.12413529360736557,0.046875,50,True,0.8366666666666667,0.8366666666666667,0.0,1.0,True
addition→subtraction→division,3,9,1,subtraction,subtraction,1,False,scratch,,0.12413529360736557,0.046875,50,True,0.8966666666666666,0.8966666666666666,0.0,1.0,True
addition→subtraction→division,3,9,2,division,addition,0,True,clone,subtraction,0.7778281705306175,0.03125,364,True,0.8366666666666667,0.8366666666666667,0.0,1.0,True
addition→subtraction→division,3,9,2,division,subtraction,1,True,clone,subtraction,0.7778281705306175,0.03125,364,True,0.8966666666666666,0.8966666666666666,0.0,1.0,True
addition→subtraction→division,3,9,2,division,division,2,False,clone,subtraction,0.7778281705306175,0.03125,364,True,0.8566666666666667,0.8566666666666667,0.0,1.0,True
addition→subtraction→division,3,10,0,addition,addition,0,False,scratch,,0.0,0.0,292,True,0.8366666666666667,0.8366666666666667,0.0,1.0,True
addition→subtraction→division,3,10,1,subtraction,addition,0,True,clone,addition,0.15264416418562035,0.09375,93,True,0.8366666666666667,0.8366666666666667,0.0,1.0,True
addition→subtraction→division,3,10,1,subtraction,subtraction,1,False,clone,addition,0.15264416418562035,0.09375,93,True,0.8166666666666667,0.8166666666666667,0.0,1.0,True
addition→subtraction→division,3,10,2,division,addition,0,True,clone,subtraction,0.7086004485424126,0.0,320,True,0.8366666666666667,0.8366666666666667,0.0,1.0,True
addition→subtraction→division,3,10,2,division,subtraction,1,True,clone,subtraction,0.7086004485424126,0.0,320,True,0.8166666666666667,0.8166666666666667,0.0,1.0,True
addition→subtraction→division,3,10,2,division,division,2,False,clone,subtraction,0.7086004485424126,0.0,320,True,0.84,0.84,0.0,1.0,True
addition→subtraction→division,3,11,0,addition,addition,0,False,scratch,,0.0,0.0,319,True,0.88,0.88,0.0,1.0,True
addition→subtraction→division,3,11,1,subtraction,addition,0,True,clone,addition,0.217206425261872,0.03125,94,True,0.88,0.88,0.0,1.0,True
addition→subtraction→division,3,11,1,subtraction,subtraction,1,False,clone,addition,0.217206425261872,0.03125,94,True,0.8066666666666666,0.8066666666666666,0.0,1.0,True
addition→subtraction→division,3,11,2,division,addition,0,True,clone,subtraction,0.619329910737586,0.015625,440,True,0.88,0.88,0.0,1.0,True
addition→subtraction→division,3,11,2,division,subtraction,1,True,clone,subtraction,0.619329910737586,0.015625,440,True,0.8066666666666666,0.8066666666666666,0.0,1.0,True
addition→subtraction→division,3,11,2,division,division,2,False,clone,subtraction,0.619329910737586,0.015625,440,True,0.81,0.81,0.0,1.0,True
addition→subtraction→division,3,12,0,addition,addition,0,False,scratch,,0.0,0.0,285,True,0.84,0.84,0.0,1.0,True
addition→subtraction→division,3,12,1,subtraction,addition,0,True,clone,addition,0.18289376983380953,0.078125,95,True,0.84,0.84,0.0,1.0,True
addition→subtraction→division,3,12,1,subtraction,subtraction,1,False,clone,addition,0.18289376983380953,0.078125,95,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→subtraction→division,3,12,2,division,addition,0,True,clone,subtraction,0.7335317378059941,0.03125,447,True,0.84,0.84,0.0,1.0,True
addition→subtraction→division,3,12,2,division,subtraction,1,True,clone,subtraction,0.7335317378059941,0.03125,447,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→subtraction→division,3,12,2,division,division,2,False,clone,subtraction,0.7335317378059941,0.03125,447,True,0.8,0.8,0.0,1.0,True
addition→subtraction→division,3,13,0,addition,addition,0,False,scratch,,0.0,0.0,226,True,0.76,0.76,0.0,1.0,True
addition→subtraction→division,3,13,1,subtraction,addition,0,True,clone,addition,0.16506039538083578,0.140625,96,True,0.76,0.76,0.0,1.0,True
addition→subtraction→division,3,13,1,subtraction,subtraction,1,False,clone,addition,0.16506039538083578,0.140625,96,True,0.8733333333333333,0.8733333333333333,0.0,1.0,True
addition→subtraction→division,3,13,2,division,addition,0,True,clone,subtraction,0.6690801237720508,0.078125,450,True,0.76,0.76,0.0,1.0,True
addition→subtraction→division,3,13,2,division,subtraction,1,True,clone,subtraction,0.6690801237720508,0.078125,450,True,0.8733333333333333,0.8733333333333333,0.0,1.0,True
addition→subtraction→division,3,13,2,division,division,2,False,clone,subtraction,0.6690801237720508,0.078125,450,True,0.83,0.83,0.0,1.0,True
addition→subtraction→division,3,14,0,addition,addition,0,False,scratch,,0.0,0.0,292,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→subtraction→division,3,14,1,subtraction,addition,0,True,scratch,,0.1364130228593226,0.0625,24,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→subtraction→division,3,14,1,subtraction,subtraction,1,False,scratch,,0.1364130228593226,0.0625,24,True,0.8466666666666667,0.8466666666666667,0.0,1.0,True
addition→subtraction→division,3,14,2,division,addition,0,True,clone,subtraction,0.6602505875091171,0.09375,319,True,0.8533333333333334,0.8533333333333334,0.0,1.0,True
addition→subtraction→division,3,14,2,division,subtraction,1,True,clone,subtraction,0.6602505875091171,0.09375,319,True,0.8466666666666667,0.8466666666666667,0.0,1.0,True
addition→subtraction→division,3,14,2,division,division,2,False,clone,subtraction,0.6602505875091171,0.09375,319,True,0.8666666666666667,0.8666666666666667,0.0,1.0,True
